"text","text_raw","name","keywords","upper_text","lower_text","brackets_text","id","year","color","province","region","producer","designation","variety","country","id_conf","year_conf","color_conf","province_sim","region_sim","producer_sim","designation_sim","variety_sim","brackets_conf","upper_text_hit","lower_text_hit","brackets_text_hit","inspect","dictionary_hit","any_hit","table","file","file_id","file_number","name_id","l","b","r","t","name_center_x_orig","name_center_y_orig"
"tile sin ews nies se nvir sven BABYS","10s tile sin ews nies se nvir sven BABYS","tile sin ews nies se nvir sven BABYS","character(0)","BABYS","tile sin ews nies se nvir sven","NULL","10s","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","41.7476844787598","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","3","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_3_8",694,5305,3079,5378,1898.63382561552,5342.0566600086
"—VINHO VERDE REDORWHITE","470 YOUR CHOICE—VINHO VERDE REDORWHITE . .-.. . :","YOUR CHOICE—VINHO VERDE REDORWHITE","your choice","VINHO VERDE REDORWHITE","NULL","NULL","470","NULL","red","Vinho Verde","NULL","NULL","Vinho","NULL","Portugal","90.9527130126953","NULL","23.9169006347656","0.5","NULL","NULL","0.227272727272727","NULL","NULL","designation","NULL","NULL","province (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_1",1679,2361,2978.5,2461,2328.58936294478,2410.91036924799
"—CASSIS BLANC OR ROSE","899 YOUR CHOICE—CASSIS BLANC OR ROSE (Imbert) . . .","YOUR CHOICE—CASSIS BLANC OR ROSE (Imbert)","your choice","CASSIS BLANC OR ROSE","NULL","Imbert","899","NULL","white","NULL","NULL","NULL","Blanc","NULL","NULL","92.8238830566406","NULL","96.3644714355469","NULL","NULL","NULL","0.25","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_2",1679,2633,2978.5,2744,2328.66503932938,2688.41035892922
"ANJOU BLANC","416 ANJOU BLANC, 1961 (Clos du Mouliin)","ANJOU BLANC, (Clos du Mouliin)","character(0)","ANJOU BLANC","NULL","Clos du Mouliin","416","1961","white","NULL","Anjou","NULL","Blanc","NULL","France","94.8492431640625","94.2078094482422","94.100471496582","NULL","0.454545454545455","NULL","0.454545454545455","NULL","NULL","designation","NULL","NULL","region (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_3",1683,2897,2978.5,2938,2330.72748931654,2917.40980499853
"BERNCASTELER SCHWANEN","793 BERNCASTELER SCHWANEN, 1960 (Dunweg)","BERNCASTELER SCHWANEN, (Dunweg)","character(0)","BERNCASTELER SCHWANEN","NULL","Dunweg","793","1960","NULL","NULL","NULL","NULL","Astel","NULL","NULL","83.3103256225586","93.2743835449219","NULL","NULL","NULL","NULL","0.238095238095238","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_4",1683,3067,2978.5,3118,2330.77521316268,3092.4097984912
"SANCERRE","667 SANCERRE, 1960 (R. Laporte) .","SANCERRE, (R. Laporte) .","character(0)","SANCERRE","NULL","R Laporte","667","1960","NULL","NULL","list(region = ""Sancerre"")","NULL","NULL","NULL","France","89.8358154296875","92.9379119873047","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_5",1683,3281,2978.5,3332,2330.83357260882,3306.40979053367
"SAINT MICHEL BRUT CHAMPAGNE","97 ST. MICHEL BRUT CHAMPAGNE (N.Y. State)","ST. MICHEL BRUT CHAMPAGNE (N.Y. State)","character(0)","SAINT MICHEL BRUT CHAMPAGNE","NULL","N Y State","97","NULL","NULL","Champagne","NULL","Saint M","Brut Champagne","NULL","NULL","95.4224319458008","NULL","NULL","0.333333333333333","NULL","0.259259259259259","0.518518518518519","NULL","NULL","designation","NULL","NULL","province (submatch upper_text); producer (submatch upper_text); designation (submatch upper_text); multiple countries (France / Germany);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_6",1689,3529,2978.5,3579,2333.9010676511,3553.90896320737
"AYALA BRUT CHAMPAGNE","155 AYALA BRUT 1959 CHAMPAGNE","AYALA BRUT CHAMPAGNE","character(0)","AYALA BRUT CHAMPAGNE","NULL","NULL","155","1959","NULL","Champagne","NULL","Ayala","Brut Champagne","NULL","France","43.9645805358887","95.5590438842773","NULL","0.45","NULL","0.25","0.7","NULL","NULL","designation","NULL","NULL","province (submatch upper_text); producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_7",1699,3778,2978.5,3817,2338.96747178823,3797.40759061442
"SAMUEL JOHNSON “COFFEE HOUSE” COGNAC","2885 SAMUEL JOHNSON “COFFEE HOUSE” COGNAC","SAMUEL JOHNSON “COFFEE HOUSE” COGNAC","character(0)","SAMUEL JOHNSON","“COFFEE HOUSE” COGNAC","NULL","2885","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","94.4333877563477","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_8",1695,4019,2978.5,4118,2337.0413756472,4068.40812595274
"SINGLE CASK UNBLENDED COGNAC","2850 SINGLE CASK UNBLENDED COGNAC .","SINGLE CASK UNBLENDED COGNAC .","character(0)","SINGLE CASK UNBLENDED COGNAC","NULL","NULL","2850","NULL","NULL","NULL","NULL","NULL","Blend","NULL","NULL","95.8181076049805","NULL","NULL","NULL","NULL","NULL","0.178571428571429","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_9",1696,4357,2978.5,4399,2337.62577865936,4377.90797809021
"EAU DE VIE DE POIRE WILLIAMS","2108 EAU-DE-VIE-DE-POIRE WILLIAMS","EAU-DE-VIE-DE-POIRE WILLIAMS","character(0)","EAU DE VIE DE POIRE WILLIAMS","NULL","NULL","2108","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","92.9688491821289","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3794","UCD_Lehmann_3794","3794","3794_1_10",1698,4620,2978.5,4662,2338.69750074523,4640.90769560293
"BOURGOGNE ROUGE Nicolas","320 BOURGOGNE ROUGE, Nicolas . . . . . . .. . . » . . + « « +»","BOURGOGNE ROUGE, Nicolas","character(0)","BOURGOGNE ROUGE","Nicolas","NULL","320","NULL","red","NULL","Bourgogne","list(producer = ""Nicolis"")","Rouge","NULL","NULL","85.9838485717773","NULL","93.0621643066406","NULL","0.6","0.857142857142857","0.333333333333333","NULL","NULL","designation","producer","NULL","producer (decent lower_text); region (submatch upper_text); designation (submatch upper_text); multiple countries (France / Italy);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_1",547,2451,2799,2499,1673,2475
"COTE DE BEAUNE VILLAGES Nicolas","571 COTE DE BEAUNE VILLAGES, Nicolas .","COTE DE BEAUNE VILLAGES, Nicolas .","character(0)","COTE DE BEAUNE VILLAGES","Nicolas","NULL","571","NULL","NULL","NULL","list(region = ""Cote de Beaune Villages"")","list(producer = ""Nicolis"")","NULL","NULL","NULL","95.4358901977539","NULL","NULL","NULL","1","0.857142857142857","NULL","NULL","NULL","region","producer","NULL","producer (decent lower_text); multiple countries (France / Italy);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_2",543,2620,2799,2666,1671,2643
"self Here is an excellent Burgundy of the middle group that gives you good wine at modest cost 244 MONTHELIE Potinet Ampeant « + « + + «+ + + + sv + + » ay","self. Here is an excellent Burgundy of the middle group that gives you good wine at modest cost. 244 MONTHELIE, Potinet-Ampeant . « + « + + «+ + + + sv + + » ay","self. Here is an excellent Burgundy of the middle group that gives you good wine at modest cost. 244 MONTHELIE, Potinet-Ampeant . « + « + + «+ + + + sv + + » ay","character(0)","MONTHELIE","self Here is an excellent Burgundy of the middle group that gives you good wine at modest cost 244 Potinet Ampeant « + « + + «+ + + + sv + + » ay","NULL","NULL","NULL","NULL","Burgundy","list(region = ""Monthelie"")","NULL","NULL","NULL","France","NULL","NULL","NULL","0.0275862068965518","1","NULL","NULL","NULL","NULL","region","province","NULL","province (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_3",540.6,2719,2799,2844,1669.8,2781.5
"SANTENAY CLOS DE TAVANNES","572 SANTENAY, CLOS DE TAVANNES .","SANTENAY, CLOS DE TAVANNES .","character(0)","SANTENAY CLOS DE TAVANNES","NULL","NULL","572","NULL","NULL","NULL","Santenay","NULL","NULL","NULL","France","87.3028869628906","NULL","NULL","NULL","0.32","NULL","NULL","NULL","NULL","region","NULL","NULL","region (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_4",544,2916,2799,2960,1671.5,2938
"NUITS SAINT GEORGES VAUCRAINS H Gouges","426 NUITS ST. GEORGES, VAUCRAINS, H. Gouges","NUITS ST. GEORGES, VAUCRAINS, H. Gouges","character(0)","NUITS SAINT GEORGES VAUCRAINS H","Gouges","NULL","426","NULL","NULL","NULL","NULL","NULL","list(designation = ""Gorges"")","NULL","NULL","91.3268966674805","NULL","NULL","NULL","NULL","NULL","0.833333333333333","NULL","NULL","NULL","designation","NULL","designation (decent lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_5",541,3041,2799,3092,1670,3066.5
"CHAPELLE CHAMBERTIN Damoy","403 CHAPELLE CHAMBERTIN, Damoy .","CHAPELLE CHAMBERTIN, Damoy .","character(0)","CHAPELLE CHAMBERTIN","Damoy","NULL","403","NULL","NULL","NULL","list(region = ""Chapelle Chambertin"")","NULL","NULL","NULL","France","90.3180313110352","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_6",540,3167,2799,3218,1669.5,3192.5
"VOSNE ROMANEE SUCHOTS H Lamarche","169 VOSNE ROMANEE, SUCHOTS, H. Lamarche","VOSNE ROMANEE, SUCHOTS, H. Lamarche","character(0)","VOSNE ROMANEE SUCHOTS H","Lamarche","NULL","169","NULL","NULL","NULL","Vosne Romanee","Arche","NULL","NULL","NULL","90.1633148193359","NULL","NULL","NULL","0.565217391304348","0.625","NULL","NULL","NULL","region","producer","NULL","region (submatch upper_text); producer (submatch lower_text); multiple countries (France / US);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_7",549,3337,2799,3385,1674,3361
"of Lamarche the result is a minor masterpiece 775 CLOS DE VOUGEOT Engel","of Lamarche, the result is a minor masterpiece. 775 CLOS DE VOUGEOT, Engel . .","of Lamarche, the result is a minor masterpiece. 775 CLOS DE VOUGEOT, Engel","character(0)","CLOS DE VOUGEOT","of Lamarche the result is a minor masterpiece 775 Engel","NULL","NULL","NULL","NULL","NULL","list(region = ""Clos de Vougeot"")","Masterpiece","Master","NULL","NULL","NULL","NULL","NULL","NULL","1","0.2","0.109090909090909","NULL","NULL","region","designation","NULL","producer (submatch lower_text); designation (submatch lower_text); multiple countries (France / US);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_8",540.6,3439,2799,3558,1669.8,3498.5
"CORTON BRESSANDES Prince de Merode","199 CORTON BRESSANDES, Prince de Merode .","CORTON BRESSANDES, Prince de Merode .","character(0)","CORTON BRESSANDES","Prince de Merode","NULL","199","NULL","NULL","NULL","list(region = ""Corton Bressandes"")","NULL","NULL","NULL","France","92.1625900268555","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_9",544,3676,2799,3722,1671.5,3699
"GRANDS ECHEZEAUX H Lamarche","643 GRANDS ECHEZEAUX, H. Lamarche","GRANDS ECHEZEAUX, H. Lamarche","character(0)","GRANDS ECHEZEAUX H","Lamarche","NULL","643","NULL","NULL","NULL","list(region = ""Grands Echezeaux"")","Arche","NULL","NULL","NULL","93.8841934204102","NULL","NULL","NULL","0.888888888888889","0.625","NULL","NULL","NULL","region","producer","NULL","region (decent upper_text); producer (submatch lower_text); multiple countries (France / US);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_10",540,3801,2799,3850,1669.5,3825.5
"CHAMBERTIN CILOSDEBEZE P Damoy","529 CHAMBERTIN,. CILOSDEBEZE, P.Damoy . . . . . . . . . ... .","CHAMBERTIN,. CILOSDEBEZE, P.Damoy","character(0)","CHAMBERTIN CILOSDEBEZE P","Damoy","NULL","529","NULL","NULL","NULL","Chambertin","NULL","Amber","NULL","France","73.8879928588867","NULL","NULL","NULL","0.416666666666667","NULL","0.208333333333333","NULL","NULL","designation","NULL","NULL","region (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_11",541,3971,2799,4026,1670,3998.5
"VOSNE ROMANEE LA GRANDE RUE H Lamarche","798 VOSNE ROMANEE, LA GRANDE RUE, H. Lamarche","VOSNE ROMANEE, LA GRANDE RUE, H. Lamarche","character(0)","VOSNE ROMANEE LA GRANDE RUE H","Lamarche","NULL","798","NULL","NULL","NULL","La Grande Rue","Arche","Grande","NULL","NULL","67.4977416992188","NULL","NULL","NULL","0.448275862068966","0.625","0.206896551724138","NULL","NULL","designation","producer","NULL","region (submatch upper_text); designation (submatch upper_text); producer (submatch lower_text); multiple countries (France / US);","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_12",539,4139,2799,4199,1669,4169
"GRANDS ECHEZEAUX Pierre Poupon I rn as RS fl TG TAA","252 GRANDS ECHEZEAUX, Pierre Poupon I rn as RS fl TG TAA","GRANDS ECHEZEAUX, Pierre Poupon I rn as RS fl TG TAA","character(0)","GRANDS ECHEZEAUX","Pierre Poupon I rn as RS fl TG TAA","NULL","252","NULL","NULL","NULL","list(region = ""Grands Echezeaux"")","NULL","NULL","NULL","France","96.5243072509766","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_13",557,4714,2799,4775,1678,4744.5
"Soft ready for drinking and exhibiting wonderful delicacy 615 POMMARD Gaunoux A vn 13 TVHS IY tA Cr tu ar EY De","Soft, ready for drinking and exhibiting wonderful delicacy. 615 POMMARD, Gaunoux . A vn 13 TVHS IY tA Cr tu - ar EY De","Soft, ready for drinking and exhibiting wonderful delicacy. 615 POMMARD, Gaunoux . A vn 13 TVHS IY tA Cr tu - ar EY De","character(0)","POMMARD","Soft ready for drinking and exhibiting wonderful delicacy 615 Gaunoux A vn 13 TVHS IY tA Cr tu ar EY De","NULL","NULL","NULL","NULL","NULL","list(region = ""Pommard"")","NULL","NULL","NULL","France","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","region","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_14",540.6,4781,2799,4906,1669.8,4843.5
"SAVIGNY Confrerie du Tastevin KET lL","390 SAVIGNY, Confrerie du Tastevin . KET lL","SAVIGNY, Confrerie du Tastevin . KET lL","character(0)","SAVIGNY","Confrerie du Tastevin KET lL","NULL","390","NULL","NULL","NULL","NULL","NULL","Taste","NULL","NULL","96.8792190551758","NULL","NULL","NULL","NULL","NULL","0.178571428571429","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_15",556,4965,2799,5024,1677.5,4994.5
"ROMANEE SAINT VIVANT P Poupon The peer of La Tache and ebourg Outstanding","304 ROMANEE ST. VIVANT, P. Poupon The peer of La. Tache and Richebourg. Outstanding.","ROMANEE ST. VIVANT, P. Poupon The peer of La. Tache and Richebourg. Outstanding.","rich","ROMANEE SAINT VIVANT P","Poupon The peer of La Tache and ebourg Outstanding","NULL","304","NULL","NULL","NULL","NULL","NULL","Tache","NULL","NULL","82.7438201904297","NULL","NULL","NULL","NULL","NULL","0.1","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_16",556,5086,2799,5181,1677.5,5133.5
"EBOURG P Poupon","324 RICHEBOURG, P. Poupon . -. . . Ri nln t nr Arr oy. cor tT is Fania rt md tm ks reas igis Bs ua ac af Lil 0 Fg ia gg","RICHEBOURG, P. Poupon . -","rich","EBOURG P","Poupon","NULL","324","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","87.3146667480469","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3832","UCD_Lehmann_3832","3832","3832_1_17",554,5216,2799,5285,1676.5,5250.5
"E 771 CHATEAU D’ARLAY WHITE Comte de Vogue 3","E 771 CHATEAU D’ARLAY WHITE, 1964, Comte de Vogue 3 -","E 771 CHATEAU D’ARLAY WHITE, , Comte de Vogue 3 -","character(0)","CHATEAU D","E 771 ’ARLAY WHITE Comte de Vogue 3","NULL","NULL","1964","white","NULL","NULL","list(producer = ""Chateau K"")","White","NULL","France","NULL","96.1819305419922","96.5190658569336","NULL","NULL","0.888888888888889","0.0857142857142857","NULL","NULL","producer","designation","NULL","producer (decent upper_text); designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_4043","UCD_Lehmann_4043","4043","4043_1_1",686.4,1669,2801,1827,1745.06587235602,1747.7211650106
"CHATEAU D’ARLAY WHITE Comte de Vogue o} 746 CHATEAU D’ARLAY RED Comte de Vogue","771 CHATEAU D’ARLAY WHITE, 1964, Comte de Vogue o} 746 CHATEAU D’ARLAY RED, 1964, Comte de Vogue. . J","CHATEAU D’ARLAY WHITE, , Comte de Vogue o} 746 CHATEAU D’ARLAY RED, , Comte de Vogue","character(0)","CHATEAU D","’ARLAY WHITE Comte de Vogue o} 746 ’ARLAY RED Comte de Vogue","NULL","771","1964","white","NULL","NULL","list(producer = ""Chateau K"")","NULL","NULL","France","96.2496337890625","c(96.492546081543, 96.5900421142578)","96.634407043457","NULL","NULL","0.888888888888889","NULL","NULL","NULL","producer","NULL","NULL","producer (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_4043","UCD_Lehmann_4043","4043","4043_1_2",687,1760,2801,1906,1745.27315157941,1832.72144168853
